Unnamed: 0,mean_error,std_error,median_error
0.0,0.070099660623037,0.0796214205775651,0.0346902121212121
1.0,0.0421824600199506,0.026044991044176,0.041430588235294
2.0,0.0571822058648622,0.0411286837705704,0.055062
3.0,0.0471023254164964,0.0302644301136985,0.0407359545454545
,0.04362838339244614,0.04296199022899886,0.029700617647058836
,0.04902416967282571,0.032960686111688606,0.0432255
,0.04116313566972244,0.03249486526355586,0.031153636363636356
