time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,pitch_sum,raw_divergence,color_count,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,ekf_X1,ekf_X2,ekf_X3,ekf_X4,ekf_X5,ekf_X6,ekf_X7,ekf_X8,ekf_X9,ekf_X10,ekf_X11,ekf_X12,ekf_X13,ekf_X14,ekf_X15,ekf_U1,ekf_U2,ekf_U3,ekf_U4,ekf_U5,ekf_U6,ekf_Z1,ekf_Z2,ekf_Z3,ekf_Z4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,pos_z_inverted
0 days 00:01:40.884583,-5.415815030303031,1.0330383636363636,-1.3149269393939391,-0.29077033333333335,0.07975951515151515,-0.10256666666666667,0.5653297575757575,-0.050021575757575765,0.105570696969697,-0.01757730303030303,-0.07847342424242425,0.031618848484848486,0.352887,-29.78787878787879,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,460.3939393939394,7889.060606060606,7691.848484848485,7548.363636363636,7290.363636363636,7919.0,7682.606060606061,7547.606060606061,7287.0,-1.4158150303030304,2.0330383636363636,-2.014926939393939,-0.29077033333333335,0.07975951515151515,-0.10256666666666667,-0.01757730303030303,-0.07847342424242425,0.031618848484848486,0.1293178181818182,-0.01062169696969697,0.366366,0.036941,-0.01576048484848485,0.010687727272727272,-0.11695075757575757,0.11437621212121213,-9.351917575757577,0.05876378787878788,0.023089727272727272,0.027491787878787876,-1.380757878787879,2.027592424242424,-1.9962452121212122,0.0451960303030303,6508.060606060606,-12.030303030303031,382.8181818181818,-350.8181818181818,1.3149269393939391
0 days 00:01:40.949583,-5.427865090909091,1.0380050606060607,-1.3189714242424244,-0.24425927272727274,0.07443924242424242,-0.08953045454545455,0.6306932727272727,-0.19091306060606061,0.07738012121212123,-0.016678727272727276,-0.07511269696969697,0.03154154545454546,0.352887,-30.272727272727273,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,454.1818181818182,7924.424242424242,7609.0,7637.848484848485,7262.424242424242,7871.757575757576,7618.030303030303,7661.545454545455,7291.848484848485,-1.4278650909090909,2.0380050606060607,-2.0189714242424244,-0.24425927272727274,0.07443924242424242,-0.08953045454545455,-0.016678727272727276,-0.07511269696969697,0.03154154545454546,0.129285,-0.010472,0.366347,0.036941,-0.015753,0.010686,0.008433939393939391,-0.04651987878787878,-9.38828706060606,0.07378230303030303,0.08491651515151516,-0.011888818181818181,-1.392535,2.033065,-2.002354,0.043596,6510.484848484848,-57.90909090909091,267.7878787878788,-440.1515151515151,1.3189714242424244
0 days 00:01:41.014583,-5.432819606060606,1.0423966363636366,-1.3225224242424243,-0.18624572727272729,0.06078006060606061,-0.08898624242424243,0.7977796363636364,-0.24170660606060607,0.13095672727272722,-0.017507636363636364,-0.07291293939393939,0.03169360606060606,0.352887,-31.12121212121212,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,429.030303030303,7918.787878787879,7641.909090909091,7552.666666666667,7305.424242424242,7933.909090909091,7679.0,7552.545454545455,7268.151515151515,-1.432819606060606,2.0423966363636366,-2.0225224242424242,-0.18624572727272729,0.06078006060606061,-0.08898624242424243,-0.017507636363636364,-0.07291293939393939,0.03169360606060606,0.12882803030303028,-0.010103787878787879,0.3663320606060606,0.03694187878787879,-0.01574069696969697,0.010683363636363637,0.21215090909090908,-0.10037872727272727,-9.347804212121211,0.046956363636363636,0.023311818181818177,0.021920848484848487,-1.4024670606060605,2.0399626060606058,-2.010856272727273,0.04136387878787879,6507.151515151515,-14.666666666666666,395.3636363636364,-380.6363636363636,1.3225224242424243
0 days 00:01:41.079583,-5.439080558823529,1.0459609117647055,-1.3271035294117646,-0.12824985294117647,0.04732064705882353,-0.08089229411764706,0.7280156764705882,-0.16165414705882353,-0.13351120588235296,-0.016832058823529412,-0.06621244117647059,0.032274,0.352887,-33.0,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,445.0,7853.5,7593.235294117647,7650.970588235294,7342.941176470588,7906.029411764706,7572.058823529412,7613.85294117647,7341.764705882353,-1.4390805588235294,2.0459609117647055,-2.0271035294117645,-0.12824985294117647,0.04732064705882353,-0.08089229411764706,-0.016832058823529412,-0.06621244117647059,0.032274,0.1285606470588235,-0.00992885294117647,0.36632867647058825,0.036942,-0.01573476470588235,0.010682470588235293,0.2050493529411765,-0.02205888235294119,-9.605583676470589,-0.008365352941176471,0.08550655882352942,0.02731508823529412,-1.4051065294117648,2.0424940294117646,-2.014583411764706,0.038344352941176475,6507.14705882353,30.823529411764707,260.9117647058824,-427.6470588235294,1.3271035294117646
0 days 00:01:41.144583,-5.437674636363637,1.0489606060606063,-1.3308834545454544,-0.08251836363636364,0.04367390909090909,-0.07886048484848485,0.3176227878787879,-0.09626548484848486,-0.18699348484848485,-0.015753636363636365,-0.0606379393939394,0.03213693939393939,0.352887,-33.878787878787875,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,441.4848484848485,7885.212121212121,7605.333333333333,7671.69696969697,7276.727272727273,7859.151515151515,7589.151515151515,7668.787878787879,7323.151515151515,-1.4376746363636363,2.0489606060606063,-2.0308834545454544,-0.08251836363636364,0.04367390909090909,-0.07886048484848485,-0.015753636363636365,-0.0606379393939394,0.03213693939393939,0.127993,-0.009584,0.366325,0.036942,-0.015723,0.010681,-0.1519589696969697,0.0472300909090909,-9.631510424242425,0.0418960303030303,0.12896545454545455,0.0050307878787878785,-1.408633,2.046883,-2.021679,0.030812000000000003,6509.545454545455,-37.696969696969695,227.84848484848484,-434.54545454545456,1.3308834545454544
0 days 00:01:41.209583,-5.435070939393939,1.051505090909091,-1.3355192727272727,-0.04292812121212121,0.03136184848484848,-0.08615690909090909,0.4034673939393939,-0.2146310606060606,0.31577909090909095,-0.015772848484848483,-0.054350969696969696,0.03195069696969697,0.352887,-34.72727272727273,45.36363636363637,0.262238,0.173736,0.288586,-36.752647,0.262573,442.45454545454544,7898.757575757576,7565.818181818182,7636.333333333333,7303.272727272727,7895.030303030303,7608.242424242424,7656.666666666667,7253.939393939394,-1.4350709393939394,2.051505090909091,-2.0355192727272726,-0.04292812121212121,0.03136184848484848,-0.08615690909090909,-0.015772848484848483,-0.054350969696969696,0.03195069696969697,0.12748581818181817,-0.009304,0.36632563636363635,0.036942,-0.015713454545454544,0.010679727272727273,0.024828333333333324,-0.07963418181818183,-9.138612666666665,0.10376724242424243,0.0704900303030303,-0.0027669393939393945,-1.4077535454545453,2.049914,-2.0274597272727273,0.025709636363636365,6500.212121212121,-57.96969696969697,295.8787878787879,-486.8181818181818,1.3355192727272727
0 days 00:01:41.274583,-5.432277575757576,1.0532228181818182,-1.340283121212121,-0.012596484848484848,0.019469636363636363,-0.08442866666666667,0.25742654545454546,-0.1235689393939394,-0.2885873939393939,-0.014480848484848485,-0.045713757575757574,0.031389939393939394,0.352887,-36.15151515151515,46.0,0.262238,0.173736,0.288586,-36.752647,0.262573,444.3939393939394,7809.121212121212,7522.909090909091,7698.787878787879,7377.575757575758,7799.484848484848,7520.0,7684.545454545455,7394.666666666667,-1.4322775757575759,2.053222818181818,-2.040283121212121,-0.012596484848484848,0.019469636363636363,-0.08442866666666667,-0.014480848484848485,-0.045713757575757574,0.031389939393939394,0.12715060606060605,-0.009121757575757576,0.366326,0.036942,-0.015707151515151514,0.010679,-0.055634454545454515,0.0034918787878787812,-9.735203606060605,0.05502778787878788,0.12377930303030305,0.0061035151515151514,-1.4068374242424242,2.0518450303030304,-2.0312230606060604,0.022515939393939394,6494.787878787879,-5.151515151515151,120.03030303030303,-401.8787878787879,1.340283121212121
0 days 00:01:41.339583,-5.422621617647058,1.0546995,-1.3447185000000001,0.0157305,0.014424882352941176,-0.08160558823529411,0.13917308823529415,-0.15868414705882353,0.16189076470588237,-0.012401029411764705,-0.043415029411764706,0.03199191176470589,0.352887,-37.794117647058826,45.73529411764706,0.262238,0.173736,0.288586,-36.752647,0.262573,445.5,7835.441176470588,7603.470588235294,7592.85294117647,7307.764705882353,7843.35294117647,7623.441176470588,7603.5,7301.64705882353,-1.4226216176470587,2.0546995,-2.0447185,0.0157305,0.014424882352941176,-0.08160558823529411,-0.012401029411764705,-0.043415029411764706,0.03199191176470589,0.126447,-0.008777,0.366326,0.036942,-0.015694,0.010679,-0.13097429411764705,-0.05847891176470587,-9.280043705882353,0.06784229411764706,0.03291588235294118,0.03080476470588235,-1.400427,2.05493,-2.038354,0.018206,6485.411764705882,-40.794117647058826,280.38235294117646,-368.2647058823529,1.3447185000000001
0 days 00:01:41.404583,-5.416639424242424,1.0555297575757576,-1.3491967575757575,0.036587666666666664,0.002996757575757576,-0.0733481515151515,0.46148681818181814,-0.14555890909090907,-0.3233539393939393,-0.011725757575757577,-0.03913945454545454,0.03314863636363636,0.352887,-40.0,45.0,0.262238,0.173736,0.288586,-36.752647,0.262573,458.0,7817.121212121212,7552.181818181818,7649.424242424242,7348.393939393939,7852.636363636364,7536.454545454545,7639.848484848485,7347.151515151515,-1.416639424242424,2.0555297575757576,-2.0491967575757575,0.036587666666666664,0.002996757575757576,-0.0733481515151515,-0.011725757575757577,-0.03913945454545454,0.03314863636363636,0.12610081818181818,-0.008624757575757576,0.36632648484848485,0.036941515151515156,-0.01568769696969697,0.010679484848484848,0.23129733333333338,-0.055012909090909085,-9.779089787878789,0.015632272727272727,0.05399948484848485,0.028446121212121214,-1.395784090909091,2.0559792121212124,-2.0421309696969696,0.01583121212121212,6486.878787878788,11.575757575757576,200.78787878787878,-429.8787878787879,1.3491967575757575
0 days 00:01:41.469583,-5.407995787878788,1.05576603030303,-1.3540411515151518,0.07909866666666666,-0.005257121212121212,-0.09416978787878788,0.22731066666666672,-0.08373669696969696,-0.04479663636363637,-0.010480484848484848,-0.0354659393939394,0.03343321212121212,0.352887,-40.75757575757576,45.75757575757576,0.262238,0.173736,0.288586,-36.752647,0.262573,448.1515151515151,7842.787878787879,7576.575757575758,7647.575757575758,7291.333333333333,7811.181818181818,7562.242424242424,7649.242424242424,7303.969696969697,-1.4079957878787879,2.05576603030303,-2.0540411515151518,0.07909866666666666,-0.005257121212121212,-0.09416978787878788,-0.010480484848484848,-0.0354659393939394,0.03343321212121212,0.125733,-0.008463,0.366327,0.036941,-0.015681,0.01068,0.05548657575757566,-0.00961763636363637,-9.49316406060606,0.06835190909090909,0.06533345454545454,0.013738484848484849,-1.390851,2.057094,-2.046144,0.013308,6469.393939393939,-47.96969696969697,209.75757575757575,-419.3333333333333,1.3540411515151518
