time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,dt,raw_divergence,color_count,mu_x,p_output,i_output,mu_y, mu_z,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,ekf_X1,ekf_X2,ekf_X3,ekf_X4,ekf_X5,ekf_X6,ekf_X7,ekf_X8,ekf_X9,ekf_X10,ekf_X11,ekf_X12,ekf_X13,ekf_X14,ekf_X15,ekf_U1,ekf_U2,ekf_U3,ekf_U4,ekf_U5,ekf_U6,ekf_Z1,ekf_Z2,ekf_Z3,ekf_Z4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
0 days 00:00:27.436950,-5.555168484848485,2.1146326666666666,-0.3010937575757575,-0.04336781818181818,-0.028048090909090908,0.04202506060606061,0.44557690909090913,-0.24514187878787877,-0.35591130303030305,-0.008582969696969697,-0.054449454545454544,-0.14672760606060606,10.0,3.3333333333333335,49.333333333333336,0.0,0.0,0.0,0.065,0.0,441.0,0.0,0.0,0.0,0.0,0.0,7673.363636363636,7733.666666666667,7411.636363636364,7488.333333333333,7677.818181818182,7719.333333333333,7407.212121212121,7487.0,-1.6551684848484847,1.6146326666666666,-1.0010937575757575,-0.04336781818181818,-0.028048090909090908,0.04202506060606061,-0.008582969696969697,-0.054449454545454544,-0.14672760606060606,-0.12177684848484849,0.11231736363636363,0.15991642424242422,-0.0025334848484848483,-0.01974887878787879,0.0031717272727272727,-0.3177083333333333,0.0644827272727273,-10.01592096969697,-0.012140363636363637,-0.04911663636363636,0.012392030303030302,-1.6408639393939395,1.608349484848485,-1.0104753939393938,0.02489830303030303,6456.969696969697,19.03030303030303,251.12121212121212,85.63636363636364
0 days 00:00:27.501950,-5.55376896969697,2.110412909090909,-0.30046921212121225,-0.021982515151515152,-0.04283069696969697,0.02527421212121212,0.2379421515151515,-0.16108030303030302,0.011372878787878762,-0.009135484848484848,-0.05670445454545455,-0.14632254545454546,10.0,3.4545454545454546,49.0,0.0,0.0,0.0,0.065,0.0,448.8181818181818,0.0,0.0,0.0,0.0,0.0,7708.0,7704.757575757576,7394.757575757576,7463.818181818182,7708.030303030303,7710.515151515152,7394.181818181818,7451.727272727273,-1.6537689696969697,1.610412909090909,-1.0004692121212122,-0.021982515151515152,-0.04283069696969697,0.02527421212121212,-0.009135484848484848,-0.05670445454545455,-0.14632254545454546,-0.12187300000000001,0.11263,0.160012,-0.002526,-0.019727,0.00317,-0.5317531515151516,0.11834160606060606,-9.635061575757577,0.018184818181818184,-0.0366729393939394,0.00101360606060606,-1.638345,1.605207,-1.011278,0.02577,6447.454545454545,27.484848484848484,285.90909090909093,42.333333333333336
0 days 00:00:27.566950,-5.549008382352941,2.1048645294117647,-0.30170085294117643,-6.523529411764705e-05,-0.05572232352941177,0.018382911764705884,0.2716280588235294,-0.22636085294117644,-0.11282282352941178,-0.0069605000000000005,-0.056779647058823525,-0.14658582352941177,10.0,4.0,49.0,0.0,0.0,0.0,0.065,0.0,457.0,0.0,0.0,0.0,0.0,0.0,7689.64705882353,7718.617647058823,7385.14705882353,7454.294117647059,7689.911764705882,7732.294117647059,7374.0,7452.5,-1.6490083823529411,1.6048645294117647,-1.0017008529411764,-6.523529411764705e-05,-0.05572232352941177,0.018382911764705884,-0.0069605000000000005,-0.056779647058823525,-0.14658582352941177,-0.12178241176470586,0.1129610588235294,0.16017341176470587,-0.002516941176470588,-0.019692411764705885,0.0031749411764705883,-0.4852940294117647,0.03277226470588236,-9.763327176470588,0.04606367647058823,0.007834058823529411,0.0032671470588235304,-1.6336138235294118,1.599981705882353,-1.0133195294117647,0.027881529411764708,6441.941176470588,18.029411764705884,297.4117647058824,85.32352941176471
0 days 00:00:27.631950,-5.545531,2.099742,-0.3021684242424243,0.012338787878787878,-0.06538842424242423,0.01655030303030303,0.18945636363636364,-0.08708084848484848,0.06807178787878787,-0.003489242424242424,-0.0526,-0.14631654545454545,10.0,4.96969696969697,49.0,0.0,0.0,0.0,0.065,0.0,461.8484848484849,0.0,0.0,0.0,0.0,0.0,7672.727272727273,7717.515151515152,7403.060606060606,7457.121212121212,7660.848484848485,7697.272727272727,7418.909090909091,7459.757575757576,-1.645531,1.599742,-1.0021684242424242,0.012338787878787878,-0.06538842424242423,0.01655030303030303,-0.003489242424242424,-0.0526,-0.14631654545454545,-0.12162063636363635,0.11301563636363636,0.16026636363636362,-0.002513090909090909,-0.01967327272727273,0.003179,-0.5353633030303031,0.1273378181818182,-9.576586181818183,0.05560481818181818,0.09140481818181818,0.010586848484848485,-1.6304604545454544,1.5968577272727273,-1.014726818181818,0.027446,6437.727272727273,2.272727272727273,239.36363636363637,54.54545454545455
0 days 00:00:27.696950,-5.5393079393939395,2.0935925454545457,-0.3037783030303032,0.023837181818181816,-0.07075224242424241,0.01651509090909091,0.10317190909090909,-0.09684818181818182,0.0499042424242424,-0.000430969696969697,-0.04708972727272727,-0.1463418787878788,10.0,5.0,49.0,0.0,0.0,0.0,0.065,0.0,449.8787878787879,0.0,0.0,0.0,0.0,0.0,7660.212121212121,7680.939393939394,7442.151515151515,7448.151515151515,7661.363636363636,7675.151515151515,7444.424242424242,7445.272727272727,-1.6393079393939394,1.5935925454545454,-1.0037783030303031,0.023837181818181816,-0.07075224242424241,0.01651509090909091,-0.000430969696969697,-0.04708972727272727,-0.1463418787878788,-0.121241,0.112972,0.160422,-0.002508,-0.019642,0.003187,-0.5630917878787879,0.0793679696969697,-9.59046515151515,0.037028030303030306,0.05738790909090909,-0.003780545454545455,-1.624755,1.591513,-1.017313,0.025078,6433.939393939394,-6.393939393939394,223.0,10.272727272727273
0 days 00:00:27.761950,-5.532514529411765,2.0873875588235293,-0.3060012647058823,0.037270382352941174,-0.07723929411764706,0.007755941176470588,0.17957538235294115,-0.15448220588235295,-0.08117547058823534,0.0009726470588235295,-0.04457914705882353,-0.1472424117647059,10.0,3.323529411764706,49.0,0.0,0.0,0.0,0.065,0.0,453.2647058823529,0.0,0.0,0.0,0.0,0.0,7656.85294117647,7679.558823529412,7428.205882352941,7436.588235294118,7655.970588235294,7696.5,7409.529411764706,7443.617647058823,-1.6325145294117647,1.5873875588235293,-1.0060012647058822,0.037270382352941174,-0.07723929411764706,0.007755941176470588,0.0009726470588235295,-0.04457914705882353,-0.1472424117647059,-0.1206035,0.11256758823529411,0.1605911176470588,-0.0025043235294117646,-0.019612588235294118,0.0031972941176470586,-0.4485867941176471,0.017836617647058826,-9.726820852941175,0.009801558823529413,0.005823441176470588,-0.011481882352941177,-1.6186035294117647,1.585660794117647,-1.0202291764705882,0.01998755882352941,6426.64705882353,-3.235294117647059,249.1764705882353,52.61764705882353
0 days 00:00:27.826950,-5.526735575757575,2.0813719393939394,-0.3075650000000001,0.05486,-0.0844029696969697,-0.001371818181818182,0.3083904242424243,-0.17309469696969698,-0.20338651515151507,0.0005892424242424243,-0.04247212121212121,-0.14760454545454543,10.0,1.878787878787879,49.06060606060606,0.0,0.0,0.0,0.065,0.0,457.969696969697,0.0,0.0,0.0,0.0,0.0,7627.727272727273,7689.181818181818,7388.242424242424,7481.515151515152,7639.363636363636,7683.030303030303,7377.181818181818,7482.333333333333,-1.6267355757575757,1.5813719393939394,-1.007565,0.05486,-0.0844029696969697,-0.001371818181818182,0.0005892424242424243,-0.04247212121212121,-0.14760454545454543,-0.12017345454545454,0.11229854545454544,0.16069254545454545,-0.002502636363636364,-0.01959527272727273,0.0032048181818181815,-0.2867839090909091,0.03048060606060606,-9.857214727272728,-0.023134181818181818,0.024014454545454547,0.009055515151515151,-1.6146997272727273,1.5820858181818183,-1.0219786363636365,0.017733727272727273,6418.30303030303,30.575757575757574,231.1818181818182,105.12121212121212
0 days 00:00:27.891950,-5.517793606060605,2.074616,-0.3114278181818184,0.07377606060606061,-0.09188757575757577,-0.016693545454545454,0.15403812121212118,-0.06961948484848483,-0.0816614848484849,0.000596939393939394,-0.04014499999999999,-0.14778575757575757,10.0,0.0,50.0,0.0,0.0,0.0,0.065,0.0,442.0,0.0,0.0,0.0,0.0,0.0,7642.121212121212,7672.181818181818,7369.272727272727,7474.515151515152,7616.787878787879,7667.878787878788,7374.212121212121,7484.151515151515,-1.617793606060606,1.574616,-1.0114278181818184,0.07377606060606061,-0.09188757575757577,-0.016693545454545454,0.000596939393939394,-0.04014499999999999,-0.14778575757575757,-0.119271,0.111743,0.160875,-0.002501,-0.019565,0.003222,-0.4076704848484849,0.1088719090909091,-9.728752393939395,0.030302909090909092,0.051188060606060605,0.000932242424242424,-1.607098,1.575479,-1.025127,0.015838,6404.575757575758,29.424242424242426,212.87878787878788,113.51515151515152
0 days 00:00:27.956950,-5.5095200303030305,2.068473,-0.3152541515151517,0.0900840303030303,-0.09153978787878787,-0.025949424242424243,0.16016381818181818,-0.0698241515151515,-0.07922709090909096,0.0031632121212121214,-0.03686187878787879,-0.14782436363636364,10.0,0.0,48.303030303030305,0.0,0.0,0.0,0.065,0.0,470.8484848484849,0.0,0.0,0.0,0.0,0.0,7613.787878787879,7669.484848484848,7358.424242424242,7468.545454545455,7626.121212121212,7682.606060606061,7355.030303030303,7452.121212121212,-1.6095200303030304,1.568473,-1.0152541515151516,0.0900840303030303,-0.09153978787878787,-0.025949424242424243,0.0031632121212121214,-0.03686187878787879,-0.14782436363636364,-0.11853472727272728,0.111232,0.1609990909090909,-0.002502909090909091,-0.019547818181818184,0.0032379090909090908,-0.3694365454545454,0.0885712121212121,-9.727154424242425,0.042990909090909094,0.015425242424242426,0.003528939393939394,-1.6012975454545455,1.5708042727272729,-1.027711909090909,0.013741818181818181,6395.030303030303,20.393939393939394,250.3939393939394,108.33333333333333
0 days 00:00:28.021950,-5.501389382352941,2.0624038235294115,-0.3188498823529411,0.08798438235294118,-0.08919867647058823,-0.023730970588235294,-0.43979458823529416,0.10308750000000003,0.49152332352941175,0.006661764705882353,-0.03377047058823529,-0.14820720588235292,10.0,-1.2941176470588236,46.705882352941174,0.0,0.0,0.0,0.065,0.0,464.3529411764706,0.0,0.0,0.0,0.0,0.0,7597.970588235294,7682.911764705882,7360.941176470588,7450.470588235294,7586.558823529412,7695.294117647059,7372.117647058823,7457.617647058823,-1.6013893823529413,1.5624038235294118,-1.018849882352941,0.08798438235294118,-0.08919867647058823,-0.023730970588235294,0.006661764705882353,-0.03377047058823529,-0.14820720588235292,-0.11800870588235295,0.11082282352941177,0.16108999999999998,-0.002504470588235294,-0.019535882352941177,0.003248882352941176,-0.9281939411764706,0.14289408823529412,-9.134334764705883,0.05578614705882353,0.03582414705882353,0.0012423235294117642,-1.5969585294117645,1.5672745294117647,-1.0296605294117647,0.012115647058823528,6393.588235294118,-11.676470588235293,225.76470588235293,137.1764705882353
