time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,dt,raw_divergence,color_count,mu_x,p_output,i_output,mu_y, mu_z,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,ekf_X1,ekf_X2,ekf_X3,ekf_X4,ekf_X5,ekf_X6,ekf_X7,ekf_X8,ekf_X9,ekf_X10,ekf_X11,ekf_X12,ekf_X13,ekf_X14,ekf_X15,ekf_U1,ekf_U2,ekf_U3,ekf_U4,ekf_U5,ekf_U6,ekf_Z1,ekf_Z2,ekf_Z3,ekf_Z4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,pos_z_inverted
0 days 00:03:14.080925,-5.548297848484848,-1.5226015757575757,-0.8285892727272728,0.7637558484848485,0.2716351212121212,-0.08608318181818182,0.5399999393939394,-0.26138033333333327,0.007157181818181823,-0.06235578787878788,-0.05444963636363636,0.455824,5.404484909090909,-22.09090909090909,15.636363636363637,0.1194541212121212,0.15844269696969696,0.118239,0.002056969696969697,0.1772878787878788,489.6363636363636,-0.5930165151515151,0.008223303030303029,-0.6012390303030303,-0.6455938484848485,10.035480484848485,7278.272727272727,7875.212121212121,7265.939393939394,7894.151515151515,7263.515151515152,8016.878787878788,7415.030303030303,7902.848484848485,-0.5482978484848484,0.4773984242424243,-1.5285892727272727,0.7637558484848485,0.2716351212121212,-0.08608318181818182,-0.06235578787878788,-0.05444963636363636,0.455824,-0.28274954545454545,0.13945936363636366,0.002432030303030303,-0.0010246060606060607,-0.01496757575757576,-0.011961606060606061,-0.6097005454545454,0.3985263333333333,-9.816731787878789,1.066162121212121,0.037775363636363635,0.00030327272727272776,-0.5986871818181818,0.44796087878787877,-1.5279017272727273,0.051747606060606056,6565.272727272727,-132.54545454545453,-18.78787878787879,876.3030303030303,0.8285892727272728
0 days 00:03:14.145925,-5.501608515151515,-1.5083476363636363,-0.8365706363636365,0.7812064848484849,0.2592419696969697,-0.13308936363636364,0.7537877272727272,-0.16430863636363638,-1.0647849999999999,-0.01822321212121212,-0.04596384848484848,0.45924045454545454,5.363449545454545,-19.181818181818183,14.181818181818182,0.12547730303030302,0.1663711515151515,0.118239,0.0030854848484848482,0.17288342424242426,501.6969696969697,-0.5521656969696969,0.04897636363636364,-0.6011416363636364,-0.11713018181818183,9.989588090909091,7290.666666666667,7948.606060606061,7528.515151515152,7896.545454545455,7348.545454545455,7775.606060606061,7505.848484848485,7861.121212121212,-0.5016085151515152,0.4916523636363636,-1.5365706363636364,0.7812064848484849,0.2592419696969697,-0.13308936363636364,-0.01822321212121212,-0.04596384848484848,0.45924045454545454,-0.2823842121212121,0.13975742424242424,0.002429545454545455,-0.0010239393939393939,-0.01497,-0.011960939393939394,-0.3593750303030303,-0.024591545454545453,-10.896750696969695,0.3044802727272727,0.14143875757575758,0.07386354545454546,-0.5513562121212121,0.4690431212121213,-1.5363742727272727,0.059360030303030296,6527.484848484848,-35.75757575757576,-121.36363636363636,552.2121212121212,0.8365706363636365
0 days 00:03:14.210925,-5.449921939393939,-1.4939459090909093,-0.8484994545454545,0.8055684242424243,0.24342330303030302,-0.16123069696969697,0.5168119393939394,-0.10366542424242425,0.05631481818181823,-0.0024234848484848484,-0.0374289696969697,0.4618528484848485,5.322741545454546,-18.78787878787879,13.393939393939394,0.12695354545454546,0.17324072727272727,0.118239,0.002057030303030303,0.13574027272727274,510.75757575757575,-0.5420765454545454,0.05896618181818181,-0.6010427272727272,0.030434181818181808,9.762905727272727,7395.424242424242,7557.575757575758,7513.909090909091,7760.151515151515,7329.636363636364,7541.424242424242,7535.787878787879,7654.939393939394,-0.4499219393939394,0.5060540909090908,-1.5484994545454545,0.8055684242424243,0.24342330303030302,-0.16123069696969697,-0.0024234848484848484,-0.0374289696969697,0.4618528484848485,-0.282217,0.139981,0.002438,-0.001023,-0.01497,-0.01196,-0.40187024242424235,-0.06445312121212124,-9.763642303030304,0.2985913636363636,0.07502518181818181,-0.011348848484848484,-0.476448,0.49276,-1.551026,0.046852,6375.909090909091,-46.303030303030305,-159.66666666666666,233.6060606060606,0.8484994545454545
0 days 00:03:14.275925,-5.3983035294117645,-1.479156617647059,-0.8588864705882353,0.7873870588235293,0.22963720588235295,-0.14285258823529412,-0.525158294117647,-0.3569117647058824,0.40269032352941175,0.006477882352941176,-0.03671188235294118,0.4618374411764706,5.281709470588235,-20.61764705882353,14.205882352941176,0.12664288235294116,0.17798241176470586,0.11823900000000001,0.0019965,0.11978323529411765,518.0882352941177,-0.5440692352941177,0.05686535294117647,-0.6009345882352941,-0.4036195882352941,9.54439288235294,7210.382352941177,7498.970588235294,7502.235294117647,7484.794117647059,7261.794117647059,7490.323529411765,7451.558823529412,7460.588235294118,-0.3983035294117647,0.5208433823529411,-1.5588864705882353,0.7873870588235293,0.22963720588235295,-0.14285258823529412,0.006477882352941176,-0.03671188235294118,0.4618374411764706,-0.28216697058823526,0.14002423529411764,0.0024392352941176474,-0.0010227941176470588,-0.014970823529411766,-0.011959588235294118,-1.4280791176470589,0.07835470588235295,-9.361356794117647,-0.12627088235294118,-0.07115258823529412,-0.0022259705882352937,-0.4595992058823529,0.49727808823529407,-1.5548912352941178,0.045760823529411764,6235.64705882353,-109.52941176470588,-79.91176470588235,167.76470588235293,0.8588864705882353
0 days 00:03:14.340925,-5.351276545454546,-1.4672747878787877,-0.8691582121212122,0.7583526363636364,0.22841357575757576,-0.11690884848484848,0.15470084848484847,0.2070812121212121,0.6463723636363636,-0.013841878787878788,-0.03800836363636363,0.46173275757575755,5.241016848484848,-23.0,15.0,0.135789,0.170541,0.118239,0.0,0.209963,530.0,-0.481971,0.118747,-0.600718,-0.415975,9.459025,7293.272727272727,7366.636363636364,7363.242424242424,7426.636363636364,7309.393939393939,7338.727272727273,7375.878787878788,7477.121212121212,-0.35127654545454545,0.5327252121212122,-1.5691582121212122,0.7583526363636364,0.22841357575757576,-0.11690884848484848,-0.013841878787878788,-0.03800836363636363,0.46173275757575755,-0.281974,0.140191,0.002444,-0.001022,-0.014974,-0.011958,-0.5620265757575759,0.4492778181818182,-9.163204393939393,-0.41868642424242425,0.03169387878787879,-0.01168909090909091,-0.394611,0.514705,-1.5698,0.041552,6178.0,35.90909090909091,-102.33333333333333,92.18181818181819,0.8691582121212122
0 days 00:03:14.405925,-5.301036484848485,-1.4546006363636363,-0.8776792121212122,0.7580955151515152,0.21974236363636362,-0.06859836363636362,-0.103486303030303,-0.18403236363636363,0.9109645151515151,-0.037803636363636366,-0.03263342424242424,0.4610337575757576,5.201203424242424,-25.90909090909091,14.0,0.14872960606060603,0.16891869696969697,0.118239,-0.02516051515151515,0.21607015151515152,550.1818181818181,-0.3939690606060606,0.2062999696969697,-0.6002690303030302,-0.015729666666666666,9.473397848484847,7400.0,7186.272727272727,7289.212121212121,7565.878787878788,7418.848484848485,7214.272727272727,7254.393939393939,7617.090909090909,-0.30103648484848483,0.5453993636363637,-1.5776792121212122,0.7580955151515152,0.21974236363636362,-0.06859836363636362,-0.037803636363636366,-0.03263342424242424,0.4610337575757576,-0.2817408181818182,0.14040290909090908,0.0024530000000000003,-0.0010203636363636363,-0.014974,-0.011958818181818182,-0.9056876666666667,0.4063979090909091,-8.878136909090909,-0.1939068484848485,0.07131863636363636,-0.03972106060606061,-0.32663727272727267,0.5313942727272727,-1.5838653636363638,0.03950327272727272,6179.333333333333,283.1818181818182,-119.12121212121212,111.66666666666667,0.8776792121212122
0 days 00:03:14.470925,-5.251409382352941,-1.441291,-0.8810004705882353,0.7549224117647059,0.20085964705882353,-0.030382441176470584,0.4718203235294118,-0.20127550000000002,-0.10304517647058818,-0.027944029411764704,-0.026932088235294117,0.4590494705882353,5.161144205882353,-25.0,14.0,0.149134,0.168868,0.11823900000000001,0.0,0.216261,552.0,-0.391219,0.209036,-0.600255,-0.003222,9.483222,7296.0,7289.441176470588,7263.941176470588,7625.382352941177,7247.764705882353,7360.264705882353,7308.794117647059,7603.941176470588,-0.2514093823529412,0.558709,-1.5810004705882352,0.7549224117647059,0.20085964705882353,-0.030382441176470584,-0.027944029411764704,-0.026932088235294117,0.4590494705882353,-0.281689,0.14045,0.002455,-0.00102,-0.014974000000000001,-0.011959,-0.3834443823529411,0.052418441176470584,-9.920927147058825,0.42312435294117645,0.06848141176470589,-0.029031176470588237,-0.311532,0.535103,-1.586991,0.039048,6185.0,91.20588235294117,-152.0,287.79411764705884,0.8810004705882353
0 days 00:03:14.535925,-5.201992121212121,-1.4333147878787877,-0.8877716363636365,0.7684873333333333,0.17209466666666667,-0.04537148484848485,0.16898781818181818,-0.021768757575757604,-0.01546675757575754,0.003111909090909091,-0.02402039393939394,0.4587801515151515,5.121344454545454,-26.21212121212121,14.0,0.14175739393939393,0.17358690909090907,0.118239,0.002057030303030303,0.12231233333333333,554.4242424242424,-0.4409702121212122,0.1591287575757576,-0.6000983939393939,-0.10500327272727272,9.531078969696969,7145.727272727273,7473.333333333333,7406.030303030303,7526.484848484848,7148.454545454545,7508.363636363636,7451.878787878788,7506.757575757576,-0.20199212121212123,0.5666852121212121,-1.5877716363636365,0.7684873333333333,0.17209466666666667,-0.04537148484848485,0.003111909090909091,-0.02402039393939394,0.4587801515151515,-0.281186,0.140639,0.002474,-0.001018,-0.014975,-0.011958,-0.5472005151515151,0.023911000000000016,-9.820401272727272,0.4118577878787879,-0.01274712121212121,-0.0003477575757575753,-0.227112,0.55183,-1.60017,0.026964,6218.393939393939,-152.24242424242425,-150.72727272727272,292.7878787878788,0.8877716363636365
0 days 00:03:14.600925,-5.150633727272727,-1.4241656363636364,-0.8934534545454547,0.7534707575757575,0.17324115151515151,-0.05289796969696969,-0.10287651515151515,0.08678054545454544,0.14438181818181817,0.011285303030303031,-0.026280636363636364,0.46011239393939396,5.0824842424242425,-28.181818181818183,13.606060606060606,0.13814672727272728,0.17733854545454547,0.118239,0.00257130303030303,0.09414445454545455,562.3030303030303,-0.4651566363636364,0.13470118181818183,-0.5998571818181819,-0.11026327272727272,9.517935454545455,7202.515151515152,7481.393939393939,7506.454545454545,7481.333333333333,7230.969696969697,7427.575757575758,7472.575757575758,7462.484848484848,-0.15063372727272728,0.5758343636363636,-1.5934534545454546,0.7534707575757575,0.17324115151515151,-0.05289796969696969,0.011285303030303031,-0.026280636363636364,0.46011239393939396,-0.2810449393939394,0.14067757575757575,0.002488969696969697,-0.0010162727272727274,-0.014974424242424242,-0.011958575757575756,-0.7534919393939394,0.15323145454545456,-9.653645848484848,-0.09881048484848486,-0.06738290909090909,0.007583121212121212,-0.1784449393939394,0.5601065151515152,-1.6058976363636364,0.026940969696969696,6210.636363636364,-103.18181818181819,-138.12121212121212,131.75757575757575,0.8934534545454547
0 days 00:03:14.665925,-5.10030893939394,-1.4145244848484848,-0.8982476060606062,0.7558898484848485,0.1674178787878788,-0.03435863636363636,0.1040601212121212,-0.10461242424242424,0.37969293939393944,-0.0026883636363636363,-0.029340363636363637,0.4607730303030303,5.043897545454546,-30.484848484848484,13.0,0.1318640909090909,0.17826172727272727,0.118239,0.002056939393939394,0.08468181818181819,571.5151515151515,-0.50743,0.09219154545454544,-0.5996215454545454,-0.06857672727272728,9.475549454545455,7287.666666666667,7288.636363636364,7412.515151515152,7439.484848484848,7306.363636363636,7287.606060606061,7442.090909090909,7483.272727272727,-0.10030893939393938,0.5854755151515152,-1.5982476060606061,0.7558898484848485,0.1674178787878788,-0.03435863636363636,-0.0026883636363636363,-0.029340363636363637,0.4607730303030303,-0.280941,0.140706,0.0025,-0.001015,-0.014974,-0.011959,-0.6728515151515152,0.031161212121212117,-9.422555606060607,-0.24452533333333332,-0.05007839393939394,-0.015595424242424244,-0.142585,0.566205,-1.610118,0.026924,6184.454545454545,30.0,-165.33333333333334,15.818181818181818,0.8982476060606062
0 days 00:03:14.730925,-5.047304294117647,-1.4075409411764706,-0.9035650294117648,0.7597280294117648,0.1420540294117647,-0.019808735294117648,0.19194670588235294,-0.34843076470588236,0.08967479411764707,-0.016135323529411764,-0.034521911764705884,0.460289,5.005037558823529,-31.0,13.0,0.120493,0.178793,0.11823900000000001,0.0,-0.012894,571.0,-0.58435,0.015253000000000001,-0.599603,-0.165,9.52634,7364.588235294118,7300.14705882353,7461.029411764706,7516.705882352941,7365.911764705882,7318.382352941177,7425.588235294118,7512.911764705882,-0.04730429411764706,0.5924590588235294,-1.6035650294117647,0.7597280294117648,0.1420540294117647,-0.019808735294117648,-0.016135323529411764,-0.034521911764705884,0.460289,-0.28067111764705877,0.1408418529411765,0.002519147058823529,-0.0010122647058823531,-0.014973088235294118,-0.011959911764705884,-0.7656824705882354,-0.09512867647058827,-9.711081029411766,-0.15115894117647058,-0.1284250882352941,-0.02582870588235294,-0.06594388235294117,0.5789250294117647,-1.6163909411764705,0.033633676470588236,6221.0,67.41176470588235,-126.91176470588235,28.11764705882353,0.9035650294117648
0 days 00:03:14.795925,-4.995354909090909,-1.4003577272727272,-0.9068153939393941,0.7748285757575758,0.13033954545454546,-0.028287575757575758,0.4725242121212121,0.19080972727272727,-0.294969696969697,-0.018518242424242427,-0.04102021212121212,0.45958115151515155,4.966443363636364,-30.90909090909091,12.909090909090908,0.1293919696969697,0.18192675757575758,0.118239,0.005142545454545454,0.17505648484848485,587.6363636363636,-0.5239629090909091,0.07546421212121213,-0.5994271212121213,-0.1551627878787879,9.601349999999998,7381.333333333333,7400.424242424242,7442.787878787879,7515.424242424242,7366.969696969697,7428.939393939394,7450.545454545455,7508.333333333333,0.0046450909090909095,0.5996422727272728,-1.606815393939394,0.7748285757575758,0.13033954545454546,-0.028287575757575758,-0.018518242424242427,-0.04102021212121212,0.45958115151515155,-0.2805389393939394,0.14092966666666668,0.0025286363636363635,-0.0010111515151515153,-0.014972575757575757,-0.011960848484848486,-0.3515033939393939,0.28302557575757575,-10.113429272727272,0.054879757575757575,-0.07395248484848485,-0.023134181818181818,-0.025071666666666666,0.5850046666666667,-1.6187853333333333,0.03846009090909091,6267.606060606061,-2.1818181818181817,-81.42424242424242,84.48484848484848,0.9068153939393941
0 days 00:03:14.860925,-4.942352727272727,-1.3937967575757577,-0.910951484848485,0.7931465454545455,0.12691460606060606,-0.030031666666666665,0.2564349393939394,-0.1090173333333333,0.16293257575757575,-0.013341939393939394,-0.04018924242424242,0.45942039393939393,4.928730242424242,-30.0,12.0,0.150656,0.19105,0.118239,0.0,0.234734,614.0,-0.379633,0.219333,-0.598966,-0.002686,9.659105,7405.727272727273,7469.818181818182,7452.848484848485,7526.757575757576,7391.090909090909,7463.848484848485,7465.727272727273,7525.909090909091,0.05764727272727273,0.6062032424242424,-1.610951484848485,0.7931465454545455,0.12691460606060606,-0.030031666666666665,-0.013341939393939394,-0.04018924242424242,0.45942039393939393,-0.280395,0.141031,0.002539,-0.00101,-0.014972,-0.011962,-0.6410689090909091,0.03835227272727273,-9.640151545454545,0.11627751515151516,0.08039624242424243,-0.01298378787878788,0.020332,0.591585,-1.621211,0.044129,6300.0,-6.151515151515151,-68.33333333333333,93.84848484848484,0.910951484848485
0 days 00:03:14.925925,-4.8876505588235295,-1.3882904705882353,-0.914963117647059,0.8045254117647059,0.10984626470588235,-0.028438911764705883,0.011770735294117637,0.1125576470588235,0.2168877058823529,-0.004005705882352942,-0.030945499999999997,0.4595311470588235,4.890774352941176,-29.11764705882353,12.0,0.13548132352941178,0.1945854411764706,0.11823900000000001,0.001996470588235294,0.054934,615.7647058823529,-0.482117294117647,0.11666105882352941,-0.5987792058823529,-0.12833617647058823,9.68857838235294,7301.823529411765,7461.970588235294,7596.323529411765,7552.264705882353,7284.85294117647,7446.411764705882,7623.205882352941,7555.088235294118,0.1123494411764706,0.6117095294117647,-1.614963117647059,0.8045254117647059,0.10984626470588235,-0.028438911764705883,-0.004005705882352942,-0.030945499999999997,0.4595311470588235,-0.2802544411764706,0.14112867647058824,0.002550117647058824,-0.0010076176470588238,-0.01497120588235294,-0.01196279411764706,-0.6682848235294118,0.2655101470588235,-9.581054676470588,0.10867847058823529,0.11842973529411764,-0.006828705882352941,0.08785105882352941,0.6003345882352942,-1.6238069705882352,0.04021479411764706,6322.176470588235,-114.67647058823529,-223.2058823529412,65.97058823529412,0.914963117647059
0 days 00:03:14.990925,-4.834068030303031,-1.3821001515151514,-0.9173341212121211,0.8141348484848485,0.1096130606060606,-0.023902969696969697,0.7355238181818182,0.26858757575757575,-0.33925445454545455,-0.0022480909090909092,-0.027074151515151516,0.45981900000000003,4.853076484848485,-29.696969696969695,11.303030303030303,0.15763166666666667,0.19947233333333333,0.118239,0.002057030303030303,0.268284,639.6969696969697,-0.33169566666666667,0.26653299999999996,-0.598229,0.007314666666666673,9.588782,7312.181818181818,7419.212121212121,7596.606060606061,7504.69696969697,7324.969696969697,7388.030303030303,7528.757575757576,7472.757575757576,0.16593196969696972,0.6178998484848485,-1.617334121212121,0.8141348484848485,0.1096130606060606,-0.023902969696969697,-0.0022480909090909092,-0.027074151515151516,0.45981900000000003,-0.28019278787878793,0.14116369696969697,0.0025545757575757577,-0.0010067575757575758,-0.014971,-0.011963,0.09709403030303032,0.08990293939393938,-10.165956393939394,-0.028246363636363632,-0.0013537878787878788,-0.006687939393939394,0.1157129696969697,0.6038028787878789,-1.6249404848484847,0.038269454545454544,6253.333333333333,-59.515151515151516,-144.06060606060606,4.848484848484849,0.9173341212121211
0 days 00:03:15.055925,-4.778896606060606,-1.377169,-0.921933606060606,0.8598256363636363,0.10992984848484849,-0.048843484848484844,0.4531073636363636,-0.12465484848484847,-0.0728320606060606,-0.004279666666666667,-0.024576454545454547,0.4597031515151515,4.816226696969697,-31.939393939393938,10.515151515151516,0.15315045454545453,0.20959145454545455,0.118239,0.002571212121212121,0.1964180909090909,648.060606060606,-0.36165454545454545,0.23621545454545456,-0.59787,0.07270427272727273,9.444500727272727,7320.636363636364,7303.424242424242,7467.969696969697,7430.090909090909,7270.030303030303,7268.484848484848,7469.848484848485,7442.151515151515,0.22110339393939393,0.6228309999999999,-1.621933606060606,0.8598256363636363,0.10992984848484849,-0.048843484848484844,-0.004279666666666667,-0.024576454545454547,0.4597031515151515,-0.28001,0.141234,0.002566,-0.001005,-0.014971,-0.011963,-0.31572554545454545,-0.11342921212121211,-9.887932090909091,0.02984430303030303,0.05338533333333333,-0.03406127272727273,0.190801,0.612502,-1.628279,0.031523,6160.181818181818,-13.0,-186.45454545454547,-20.727272727272727,0.921933606060606
0 days 00:03:15.120925,-4.723886484848485,-1.3716305151515151,-0.9256371818181817,0.8382521515151514,0.10458878787878789,-0.03822230303030303,-0.6906198484848485,-0.2724915454545454,0.4296109393939394,0.0022475454545454543,-0.023366939393939395,0.4578390303030303,4.779668999999999,-34.0,10.0,0.13307445454545455,0.2173292727272727,0.118239,0.002057,0.05704900000000001,652.9090909090909,-0.4972474545454545,0.1003798181818182,-0.5976278181818182,-0.03964409090909091,9.46285909090909,7121.545454545455,7280.212121212121,7459.121212121212,7436.666666666667,7159.393939393939,7376.909090909091,7484.545454545455,7474.636363636364,0.27611351515151517,0.6283694848484849,-1.6256371818181816,0.8382521515151514,0.10458878787878789,-0.03822230303030303,0.0022475454545454543,-0.023366939393939395,0.4578390303030303,-0.2799492121212121,0.14126645454545456,0.002569606060606061,-0.0010044848484848483,-0.014971515151515152,-0.011963,-1.375680696969697,0.17693536363636359,-9.340790757575757,0.12084221212121211,-0.09137512121212121,-0.029045363636363637,0.23429112121212123,0.616823606060606,-1.6297858181818183,0.028397060606060606,6176.0,-113.45454545454545,-211.06060606060606,146.6060606060606,0.9256371818181817
0 days 00:03:15.185925,-4.6709305,-1.36715,-0.9282706764705884,0.789729294117647,0.07710079411764706,-0.025949852941176473,-0.34018729411764703,0.14741017647058824,-0.16885458823529412,0.0037928235294117643,-0.029780911764705882,0.45776,4.742841617647059,-34.38235294117647,9.617647058823529,0.15207829411764706,0.21155076470588233,0.11823900000000001,0.0019966176470588236,0.26004617647058825,675.5882352941177,-0.3682058235294118,0.2289570588235294,-0.5971635294117648,-0.03671929411764706,9.54047505882353,7218.911764705882,7463.058823529412,7515.382352941177,7492.764705882353,7254.588235294118,7445.882352941177,7464.235294117647,7466.088235294118,0.3290695,0.63285,-1.6282706764705883,0.789729294117647,0.07710079411764706,-0.025949852941176473,0.0037928235294117643,-0.029780911764705882,0.45776,-0.279892,0.141297,0.002573,-0.001004,-0.014972,-0.011963,-0.9586396470588234,0.3628791176470588,-9.95829505882353,-0.06940058823529412,-0.09382185294117647,-0.009866176470588236,0.275223,0.620891,-1.631204,0.025455,6223.764705882353,-94.47058823529412,-114.6470588235294,136.35294117647058,0.9282706764705884
0 days 00:03:15.250925,-4.6231425757575755,-1.363534,-0.9303605151515151,0.7785019696969697,0.09116872727272728,-0.03081469696969697,0.5041470303030303,0.18466866666666665,0.09632178787878787,-5.1545454545454555e-05,-0.026857575757575757,0.4570002424242424,4.706280272727273,-35.0,8.636363636363637,0.1827679090909091,0.20471145454545456,0.118239,0.002571090909090909,0.42280221212121216,705.0909090909091,-0.15979972727272726,0.436602303030303,-0.5964020303030304,0.14060139393939391,9.497505696969696,7257.69696969697,7425.909090909091,7389.666666666667,7437.212121212121,7221.969696969697,7396.30303030303,7417.545454545455,7502.151515151515,0.37685742424242424,0.6364660000000001,-1.630360515151515,0.7785019696969697,0.09116872727272728,-0.03081469696969697,-5.1545454545454555e-05,-0.026857575757575757,0.4570002424242424,-0.27986133333333335,0.1413856666666667,0.0025723333333333336,-0.001004,-0.014974000000000001,-0.011963,-0.13742896969696972,0.07492899999999998,-9.723603151515151,-0.008078818181818182,0.17647669696969698,-0.0295039696969697,0.330227,0.6260636666666667,-1.631094,0.031089666666666668,6191.030303030303,-44.78787878787879,-150.5151515151515,182.8181818181818,0.9303605151515151
0 days 00:03:15.315925,-4.573961606060606,-1.3593175757575757,-0.9321168787878789,0.7804985151515151,0.0863380606060606,-0.02491678787878788,-0.340645696969697,0.006361909090909077,0.03723066666666669,0.0004466969696969697,-0.013080363636363636,0.45641118181818185,4.670544818181819,-35.0,7.0,0.1621020909090909,0.20908260606060608,0.118239,0.002057121212121212,0.0846511818181818,715.1818181818181,-0.2989067575757576,0.2967791515151515,-0.5956859090909091,0.1928651515151515,9.56,7212.060606060606,7324.060606060606,7464.181818181818,7653.848484848485,7204.636363636364,7342.0,7472.909090909091,7643.575757575758,0.42603839393939397,0.6406824242424243,-1.6321168787878788,0.7804985151515151,0.0863380606060606,-0.02491678787878788,0.0004466969696969697,-0.013080363636363636,0.45641118181818185,-0.2798690303030303,0.14145333333333332,0.0025707878787878786,-0.0010033939393939394,-0.014975,-0.011963,-0.8508819090909091,0.27642645454545456,-9.75923303030303,0.07344927272727271,0.12403081818181817,-0.019190909090909092,0.3824308181818182,0.630898787878788,-1.6308177878787877,0.027110636363636365,6235.272727272727,16.666666666666668,-284.42424242424244,217.33333333333334,0.9321168787878789
0 days 00:03:15.380925,-4.52324355882353,-1.355211382352941,-0.9329210588235295,0.755157794117647,0.0790095294117647,-0.009781911764705883,-0.21056979411764706,-0.0953080294117647,0.2706802352941176,0.010698735294117648,-0.010578558823529413,0.4561848823529412,4.6345703823529405,-35.0,7.0,0.165843,0.206197,0.11823900000000001,0.0,0.193233,729.0,-0.273056,0.322089,-0.595145,-0.075,9.56,7137.029411764706,7467.588235294118,7526.264705882353,7558.088235294118,7144.970588235294,7462.64705882353,7526.14705882353,7523.0,0.4767564411764706,0.6447886176470589,-1.6329210588235294,0.755157794117647,0.0790095294117647,-0.009781911764705883,0.010698735294117648,-0.010578558823529413,0.4561848823529412,-0.279922,0.141507,0.002568,-0.001002,-0.014975,-0.011963,-0.7520680000000001,0.017606823529411765,-9.526596970588235,0.08063820588235293,-0.02990717647058824,-0.00046676470588235137,0.439245,0.636071,-1.630309,0.011479,6233.0,-160.05882352941177,-220.41176470588235,222.05882352941177,0.9329210588235295
0 days 00:03:15.445925,-4.4759083030303035,-1.351201909090909,-0.9327424848484849,0.7391590909090909,0.07314551515151516,0.0065369393939393935,-0.13235012121212128,0.25863254545454545,0.5890237272727272,0.005062545454545454,-0.011659272727272726,0.45710072727272727,4.598841484848485,-37.36363636363637,7.0,0.14331724242424243,0.2037621515151515,0.118239,0.0015426969696969697,-0.025119272727272723,723.4848484848485,-0.4252597878787879,0.16968218181818182,-0.5949419696969698,-0.075,9.314057575757575,7093.212121212121,7286.090909090909,7487.666666666667,7503.0,7071.454545454545,7201.393939393939,7471.454545454545,7470.393939393939,0.5240916969696969,0.6487980909090909,-1.6327424848484848,0.7391590909090909,0.07314551515151516,0.0065369393939393935,0.005062545454545454,-0.011659272727272726,0.45710072727272727,-0.2799678181818182,0.14155318181818183,0.0025643636363636363,-0.001002,-0.014976454545454546,-0.011963,-0.5229639090909092,0.37431936363636364,-9.215287636363636,-0.19620027272727272,-0.06416460606060606,-0.004690484848484848,0.4681351818181818,0.638471,-1.6293428181818181,0.011360818181818182,6076.939393939394,-65.36363636363636,-333.969696969697,90.81818181818181,0.9327424848484849
0 days 00:03:15.510925,-4.431781666666667,-1.3484527272727274,-0.9297568181818183,0.7248723636363636,0.05903521212121212,0.05928318181818182,0.04744272727272727,-0.4816818787878788,0.6900611515151515,-0.008660212121212122,-0.020926181818181816,0.45685475757575755,4.563913424242424,-39.75757575757576,5.242424242424242,0.136109,0.202983,0.118239,-0.027217515151515152,-0.094992,743.0909090909091,-0.473965,0.120912,-0.594877,-0.049545454545454545,9.21838715151515,7092.515151515152,7107.515151515152,7345.575757575758,7413.848484848485,7141.060606060606,7167.939393939394,7328.848484848485,7403.969696969697,0.5682183333333333,0.6515472727272726,-1.6297568181818183,0.7248723636363636,0.05903521212121212,0.05928318181818182,-0.008660212121212122,-0.020926181818181816,0.45685475757575755,-0.2800536060606061,0.14164036363636365,0.002557636363636364,-0.0010019696969696971,-0.014979,-0.011963,-0.7739110303030303,-0.2387842424242424,-9.108487242424243,-0.16836827272727273,-0.25353633333333336,-0.02903051515151515,0.5210183030303029,0.6428377272727273,-1.6274638484848485,0.01169439393939394,6015.969696969697,24.181818181818183,-211.6060606060606,71.96969696969697,0.9297568181818183
0 days 00:03:15.575925,-4.384098121212121,-1.3467722727272728,-0.9236650303030303,0.7125843939393939,0.0408980303030303,0.0829059696969697,-0.0883573939393939,-0.13600427272727275,0.366179,-0.01053209090909091,-0.034313606060606065,0.4553270909090909,4.529284030303031,-40.0,5.0,0.1354767878787879,0.2034132424242424,0.118239,0.0015427575757575758,0.11668539393939395,755.6969696969697,-0.47799875757575755,0.11663587878787879,-0.5946346363636363,0.5085510303030303,9.307626151515153,7229.181818181818,7189.242424242424,7220.272727272727,7498.181818181818,7253.121212121212,7225.909090909091,7213.727272727273,7540.424242424242,0.6159018787878788,0.6532277272727273,-1.6236650303030302,0.7125843939393939,0.0408980303030303,0.0829059696969697,-0.01053209090909091,-0.034313606060606065,0.4553270909090909,-0.280233,0.141844,0.002546,-0.001001,-0.014979,-0.011963,-0.8968394242424242,0.15290603030303027,-9.426432303030303,0.18024242424242426,-0.16774681818181816,-0.04474436363636364,0.595428,0.648173,-1.621443,0.028987,6083.515151515152,176.63636363636363,-137.36363636363637,211.3939393939394,0.9236650303030303
